Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
"[<td>31 January 2018,<br/>21:25<sup class=""reference"" id=""cite_ref-253""><a href=""#cite_note-253"">[244]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a> ♺ <br/>B1032.2<sup class=""reference"" id=""cite_ref-sfn-20180111_254-0""><a href=""#cite_note-sfn-20180111-254"">[245]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/SES-16"" title=""SES-16"">GovSat-1</a> (SES-16)<sup class=""reference"" id=""cite_ref-ses20150225_255-0""><a href=""#cite_note-ses20150225-255"">[246]</a></sup>
</td>, <td>4,230 kg (9,330 lb)<sup class=""reference"" id=""cite_ref-256""><a href=""#cite_note-256"">[247]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Govsat_SN_257-0""><a href=""#cite_note-Govsat_SN-257"">[248]</a></sup>
</td>, <td class=""partial table-partial"" style=""background: #BFE; vertical-align: middle; text-align: center;"">Controlled<br/><small>(ocean)</small><sup class=""reference"" id=""cite_ref-ocean_landing_38-6""><a href=""#cite_note-ocean_landing-38"">[d]</a></sup><sup class=""reference"" id=""cite_ref-Govsat_SN_257-1""><a href=""#cite_note-Govsat_SN-257"">[248]</a></sup>
</td>]",CCAFS,GovSat-1,"4,230 kg",GTO,SES,Success,,Controlled,31 January 2018,21:25
"[<td>22 February 2018,<br/>14:17<sup class=""reference"" id=""cite_ref-276""><a href=""#cite_note-276"">[267]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Full_Thrust"" title=""Falcon 9 Full Thrust"">F9 FT</a> ♺<br/>B1038.2<sup class=""reference"" id=""cite_ref-gunter-f9_277-0""><a href=""#cite_note-gunter-f9-277"">[268]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Paz_(satellite)"" title=""Paz (satellite)"">Paz</a><sup class=""reference"" id=""cite_ref-paz_278-0""><a href=""#cite_note-paz-278"">[269]</a></sup></li>
<li><a href=""/wiki/Starlink"" title=""Starlink"">Tintin A and Tintin B</a><sup class=""reference"" id=""cite_ref-gunter-microsat2_279-0""><a href=""#cite_note-gunter-microsat2-279"">[270]</a></sup></li></ul>
</div>
</td>, <td>2,150 kg (4,740 lb)
</td>, <td><a href=""/wiki/Sun-synchronous_orbit"" title=""Sun-synchronous orbit"">SSO</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Hisdesat"" title=""Hisdesat"">Hisdesat</a></li>
<li><a href=""/wiki/ExactEarth"" title=""ExactEarth"">exactEarth</a></li>
<li><a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Paz_SN_280-0""><a href=""#cite_note-Paz_SN-280"">[271]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-Paz_SN_280-1""><a href=""#cite_note-Paz_SN-280"">[271]</a></sup>
</td>]",CCAFS,Paz,"2,150 kg",SSO,Hisdesat,Success,,No attempt,22 February 2018,14:17
"[<td>6 March 2018,<br/>05:33<sup class=""reference"" id=""cite_ref-:1_285-0""><a href=""#cite_note-:1-285"">[276]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a><br/>B1044.1<sup class=""reference"" id=""cite_ref-skyrocket_1.2_115-5""><a href=""#cite_note-skyrocket_1.2-115"">[108]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Hispasat_30W-6"" title=""Hispasat 30W-6"">Hispasat 30W-6</a><sup class=""reference"" id=""cite_ref-spx20150914_286-0""><a href=""#cite_note-spx20150914-286"">[277]</a></sup></li>
<li>PODSat<sup class=""reference"" id=""cite_ref-287""><a href=""#cite_note-287"">[278]</a></sup></li></ul>
</div>
</td>, <td>6,092 kg (13,431 lb)<sup class=""reference"" id=""cite_ref-gunter-hispasat30w6_288-0""><a href=""#cite_note-gunter-hispasat30w6-288"">[279]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Hispasat"" title=""Hispasat"">Hispasat</a><sup class=""reference"" id=""cite_ref-spx20150914_286-1""><a href=""#cite_note-spx20150914-286"">[277]</a></sup></li>
<li><a href=""/wiki/NovaWurks"" title=""NovaWurks"">NovaWurks</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Hispasat_SFN_289-0""><a href=""#cite_note-Hispasat_SFN-289"">[280]</a></sup>
</td>, <td style=""background:#ececec; text-align:center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-nsf-20180305_290-0""><a href=""#cite_note-nsf-20180305-290"">[281]</a></sup>
</td>]",VAFB,Hispasat 30W-6,"6,092 kg",GTO,Hispasat,Success,,No attempt,6 March 2018,05:33
"[<td>30 March 2018,<br/>14:14<sup class=""reference"" id=""cite_ref-294""><a href=""#cite_note-294"">[285]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a> ♺<br/>B1041.2<sup class=""reference"" id=""cite_ref-gunter-f9_277-2""><a href=""#cite_note-gunter-f9-277"">[268]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-5<br/>(10 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-3""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup>
</td>, <td>9,600 kg (21,200 lb)
</td>, <td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>, <td><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Iridium_NEXT_5_NSF_295-0""><a href=""#cite_note-Iridium_NEXT_5_NSF-295"">[286]</a></sup>
</td>, <td style=""background:#ececec; text-align:center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-296""><a href=""#cite_note-296"">[287]</a></sup>
</td>]",CCAFS,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,,No attempt,30 March 2018,14:14
"[<td>2 April 2018,<br/>20:30<sup class=""reference"" id=""cite_ref-300""><a href=""#cite_note-300"">[291]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a> ♺<br/>B1039.2<sup class=""reference"" id=""cite_ref-nsf-20180328_301-0""><a href=""#cite_note-nsf-20180328-301"">[292]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-14"" title=""SpaceX CRS-14"">SpaceX CRS-14</a><sup class=""reference"" id=""cite_ref-spn-20160224_148-5""><a href=""#cite_note-spn-20160224-148"">[141]</a></sup><br/>(Dragon C110.2 ♺)
</td>, <td>2,647 kg (5,836 lb)<sup class=""reference"" id=""cite_ref-nsf-20180328_301-1""><a href=""#cite_note-nsf-20180328-301"">[292]</a></sup>
</td>, <td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-302""><a href=""#cite_note-302"">[293]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-CRS-14_NSF_303-0""><a href=""#cite_note-CRS-14_NSF-303"">[294]</a></sup>
</td>]",VAFB,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,,No attempt,2 April 2018,20:30
"[<td>18 April 2018,<br/>22:51<sup class=""reference"" id=""cite_ref-nsf20180418_312-0""><a href=""#cite_note-nsf20180418-312"">[303]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a><br/>B1045.1<sup class=""reference"" id=""cite_ref-gunter-f9_277-3""><a href=""#cite_note-gunter-f9-277"">[268]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/Transiting_Exoplanet_Survey_Satellite"" title=""Transiting Exoplanet Survey Satellite"">Transiting Exoplanet Survey Satellite</a> (TESS)<sup class=""reference"" id=""cite_ref-NASA_C14_313-0""><a href=""#cite_note-NASA_C14-313"">[304]</a></sup>
</td>, <td>362 kg (798 lb)<sup class=""reference"" id=""cite_ref-tess-flight_314-0""><a href=""#cite_note-tess-flight-314"">[305]</a></sup>
</td>, <td><a href=""/wiki/High_Earth_orbit"" title=""High Earth orbit"">HEO</a> for <a class=""mw-redirect"" href=""/wiki/P/2_orbit"" title=""P/2 orbit"">P/2 orbit</a>
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a class=""mw-redirect"" href=""/wiki/Launch_Services_Program"" title=""Launch Services Program"">LSP</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-TESS_NSF_315-0""><a href=""#cite_note-TESS_NSF-315"">[306]</a></sup>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-TESS_NSF_315-1""><a href=""#cite_note-TESS_NSF-315"">[306]</a></sup><br/><small>(drone ship)</small>
</td>]",CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,NASA,Success,,Success,18 April 2018,22:51
"[<td>11 May 2018,<br/>20:14<sup class=""reference"" id=""cite_ref-319""><a href=""#cite_note-319"">[310]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Block_5"" title=""Falcon 9 Block 5"">F9 B5</a><sup class=""reference"" id=""cite_ref-320""><a href=""#cite_note-320"">[311]</a></sup><br/><a href=""/wiki/Falcon_9_B1046"" title=""Falcon 9 B1046"">B1046.1</a><sup class=""reference"" id=""cite_ref-gunter-f9_277-4""><a href=""#cite_note-gunter-f9-277"">[268]</a></sup>
</td>, <td><a href=""/wiki/Kennedy_Space_Center"" title=""Kennedy Space Center"">KSC</a>,<br/><a href=""/wiki/Kennedy_Space_Center_Launch_Complex_39A"" title=""Kennedy Space Center Launch Complex 39A"">LC-39A</a>
</td>, <td><a href=""/wiki/Bangabandhu-1"" title=""Bangabandhu-1"">Bangabandhu-1</a><sup class=""reference"" id=""cite_ref-dhakatribune_321-0""><a href=""#cite_note-dhakatribune-321"">[312]</a></sup><sup class=""reference"" id=""cite_ref-gunter-bd1_322-0""><a href=""#cite_note-gunter-bd1-322"">[313]</a></sup>
</td>, <td>3,600 kg (7,900 lb)<sup class=""reference"" id=""cite_ref-323""><a href=""#cite_note-323"">[314]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/Thales_Alenia_Space"" title=""Thales Alenia Space"">Thales-Alenia</a> / <a href=""/wiki/Bangladesh_Telecommunication_Regulatory_Commission"" title=""Bangladesh Telecommunication Regulatory Commission"">BTRC</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Bangabandhu-1_AT_324-0""><a href=""#cite_note-Bangabandhu-1_AT-324"">[315]</a></sup>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Bangabandhu-1_AT_324-1""><a href=""#cite_note-Bangabandhu-1_AT-324"">[315]</a></sup><br/><small>(drone ship)</small>
</td>]",CCAFS,Bangabandhu-1,"3,600 kg",GTO,Thales-Alenia,Success,,Success,11 May 2018,20:14
"[<td>22 May 2018,<br/>19:47<sup class=""reference"" id=""cite_ref-330""><a href=""#cite_note-330"">[321]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a> ♺<br/>B1043.2<sup class=""reference"" id=""cite_ref-331""><a href=""#cite_note-331"">[322]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Vandenberg_Air_Force_Base"" title=""Vandenberg Air Force Base"">VAFB</a>,<br/><a href=""/wiki/Vandenberg_Space_Launch_Complex_4"" title=""Vandenberg Space Launch Complex 4"">SLC-4E</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a class=""mw-redirect"" href=""/wiki/Iridium_NEXT"" title=""Iridium NEXT"">Iridium NEXT</a>-6<br/>(5 satellites)<sup class=""reference"" id=""cite_ref-sdc20100616_160-4""><a href=""#cite_note-sdc20100616-160"">[152]</a></sup><sup class=""reference"" id=""cite_ref-IridiumridesharePR_163-1""><a href=""#cite_note-IridiumridesharePR-163"">[155]</a></sup></li>
<li><span class=""nowrap""><a class=""mw-redirect"" href=""/wiki/GRACE-FO"" title=""GRACE-FO"">GRACE-FO</a> × 2</span><sup class=""reference"" id=""cite_ref-iridium-rideshare_332-0""><a href=""#cite_note-iridium-rideshare-332"">[323]</a></sup><sup class=""reference"" id=""cite_ref-grace-fo-launch_333-0""><a href=""#cite_note-grace-fo-launch-333"">[324]</a></sup></li></ul>
</div>
</td>, <td>6,460 kg (14,240 lb)<sup class=""reference"" id=""cite_ref-336""><a href=""#cite_note-336"">[g]</a></sup>
</td>, <td><a href=""/wiki/Polar_orbit"" title=""Polar orbit"">Polar</a> <a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a>
</td>, <td><link href=""mw-data:TemplateStyles:r1126788409"" rel=""mw-deduplicated-inline-style""/><div class=""plainlist"">
<ul><li><a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a></li>
<li><a href=""/wiki/GFZ_German_Research_Centre_for_Geosciences"" title=""GFZ German Research Centre for Geosciences"">GFZ</a> • <a href=""/wiki/NASA"" title=""NASA"">NASA</a></li></ul>
</div>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-337""><a href=""#cite_note-337"">[327]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-expendable_173-3""><a href=""#cite_note-expendable-173"">[165]</a></sup>
</td>]",KSC,Iridium NEXT,"6,460 kg",Polar,Iridium Communications,Success,,No attempt,22 May 2018,19:47
"[<td>4 June 2018,<br/>04:45<sup class=""reference"" id=""cite_ref-340""><a href=""#cite_note-340"">[330]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a> ♺<br/>B1040.2<sup class=""reference"" id=""cite_ref-gunter-f9_277-5""><a href=""#cite_note-gunter-f9-277"">[268]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/SES-12"" title=""SES-12"">SES-12</a><sup class=""reference"" id=""cite_ref-SES12_341-0""><a href=""#cite_note-SES12-341"">[331]</a></sup>
</td>, <td>5,384 kg (11,870 lb)<sup class=""reference"" id=""cite_ref-nsf-20180531_342-0""><a href=""#cite_note-nsf-20180531-342"">[332]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a>
</td>, <td><a href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-343""><a href=""#cite_note-343"">[333]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-expendable_173-4""><a href=""#cite_note-expendable-173"">[165]</a></sup>
</td>]",VAFB,SES-12,"5,384 kg",GTO,SES,Success,,No attempt,4 June 2018,04:45
"[<td>29 June 2018,<br/>09:42<sup class=""reference"" id=""cite_ref-345""><a href=""#cite_note-345"">[335]</a></sup>
</td>, <td><a class=""mw-redirect"" href=""/wiki/Falcon_9_Block_4"" title=""Falcon 9 Block 4"">F9 B4</a> ♺<br/>B1045.2<sup class=""reference"" id=""cite_ref-346""><a href=""#cite_note-346"">[336]</a></sup>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/SpaceX_CRS-15"" title=""SpaceX CRS-15"">SpaceX CRS-15</a><br/>(Dragon C111.2 ♺)
</td>, <td>2,697 kg (5,946 lb)<sup class=""reference"" id=""cite_ref-347""><a href=""#cite_note-347"">[337]</a></sup>
</td>, <td><a href=""/wiki/Low_Earth_orbit"" title=""Low Earth orbit"">LEO</a> (<a class=""mw-redirect"" href=""/wiki/ISS"" title=""ISS"">ISS</a>)
</td>, <td><a href=""/wiki/NASA"" title=""NASA"">NASA</a> (<a href=""/wiki/Commercial_Resupply_Services"" title=""Commercial Resupply Services"">CRS</a>)
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-348""><a href=""#cite_note-348"">[338]</a></sup>
</td>, <td class=""table-noAttempt"" style=""background: #EEE; vertical-align: middle; white-space: nowrap; text-align: center;"">No attempt<br/><sup class=""reference"" id=""cite_ref-expendable_173-5""><a href=""#cite_note-expendable-173"">[165]</a></sup>
</td>]",CCAFS,SpaceX CRS-15,"2,697 kg",LEO,NASA,Success,,No attempt,29 June 2018,09:42
"[<td>22 July 2018,<br/>05:50<sup class=""reference"" id=""cite_ref-350""><a href=""#cite_note-350"">[340]</a></sup>
</td>, <td><a href=""/wiki/Falcon_9_Block_5"" title=""Falcon 9 Block 5"">F9 B5</a><br/><a href=""/wiki/List_of_Falcon_9_first-stage_boosters"" title=""List of Falcon 9 first-stage boosters"">B1047.1</a>
</td>, <td><a href=""/wiki/Cape_Canaveral_Space_Force_Station"" title=""Cape Canaveral Space Force Station"">CCAFS</a>,<br/><a href=""/wiki/Cape_Canaveral_Space_Launch_Complex_40"" title=""Cape Canaveral Space Launch Complex 40"">SLC-40</a>
</td>, <td><a href=""/wiki/Telstar_19V"" title=""Telstar 19V"">Telstar 19V</a><sup class=""reference"" id=""cite_ref-sfn-20160226_351-0""><a href=""#cite_note-sfn-20160226-351"">[341]</a></sup>
</td>, <td>7,075 kg (15,598 lb)<sup class=""reference"" id=""cite_ref-352""><a href=""#cite_note-352"">[342]</a></sup>
</td>, <td><a href=""/wiki/Geostationary_transfer_orbit"" title=""Geostationary transfer orbit"">GTO</a><sup class=""reference"" id=""cite_ref-sfn-20180722_353-0""><a href=""#cite_note-sfn-20180722-353"">[343]</a></sup>
</td>, <td><a href=""/wiki/Telesat"" title=""Telesat"">Telesat</a>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Telstar_19V_SFI_354-0""><a href=""#cite_note-Telstar_19V_SFI-354"">[344]</a></sup>
</td>, <td class=""table-success"" style=""background: #9EFF9E; vertical-align: middle; text-align: center;"">Success<sup class=""reference"" id=""cite_ref-Telstar_19V_SFI_354-1""><a href=""#cite_note-Telstar_19V_SFI-354"">[344]</a></sup><br/><small>(drone ship)</small>
</td>]",CCAFS,Telstar 19V,"7,075 kg",GTO,Telesat,Success,,Success,22 July 2018,05:50
